run_type,param2,param3,weights,model_setting,model,mae_raw,mae_weighted,crps_raw,crps_weighted,mae_improvement_pct,crps_improvement_pct
calibration,1.25,0.45,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,5.691796484781102,2.6752354844264814,2.4288025768700963,10.8067154205134,7.326945657427288
calibration,1.25,0.5,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,5.685309574939047,2.6752354844264814,2.425443809844798,10.891111794861985,7.437622956886295
calibration,1.25,0.55,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,5.679168970127664,2.6752354844264814,2.4221757846432657,10.973650809647463,7.543507772029169
calibration,1.25,0.6,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,5.673534631444267,2.6752354844264814,2.4188882407999808,11.045479377684407,7.6494500819453615
calibration,1.25,0.65,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,5.668153847086955,2.6752354844264814,2.4156118741061956,11.11149014172634,7.75115572951829
calibration,1.25,0.7,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,5.664465757827272,2.6752354844264814,2.4130934171189264,11.155130476490921,7.830904417033137
calibration,1.25,0.8,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,5.65911415820925,2.6752354844264814,2.4089374562526635,11.223335659246892,7.965123956784399
calibration,1.25,0.9,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,5.654202174031493,2.6752354844264814,2.4051656919285826,11.28622097667883,8.089645077871303
calibration,1.25,1.0,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,5.648255618694981,2.6752354844264814,2.4006621507097203,11.36556823665225,8.23946406630782
calibration,1.25,1.25,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,5.6381322687903,2.6752354844264814,2.39253957738772,11.494674035551043,8.506286934842263
calibration,1.25,1.5,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,5.631233539906244,2.6752354844264814,2.3861012039772,11.573503935980227,8.708776136077928
calibration,1.25,2.0,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,5.618388543826275,2.6752354844264814,2.3745988402695346,11.744297591330538,9.090651928369569
calibration,1.25,3.0,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,5.597470830902501,2.6752354844264814,2.3570080121562973,12.029838492455863,9.68187402661571
calibration,1.25,4.0,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,5.589939179607303,2.6752354844264814,2.3482851424452744,12.13261196565397,9.974998140981548
calibration,1.25,5.0,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,5.585245006287223,2.6752354844264814,2.3440707556539997,12.195166230955449,10.109506966307361
calibration,1.25,6.0,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,5.58985483712264,2.6752354844264814,2.34491850587784,12.125799205889088,10.071606644598722
calibration,1.5,0.0,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,5.931648450424354,2.6752354844264814,2.5511338423110645,7.679915964014997,3.3136967218983773
calibration,1.5,0.05,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,5.893204071401085,2.6752354844264814,2.540877083887744,8.146109015796108,3.612296288545851
calibration,1.5,0.1,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,5.870219003218117,2.6752354844264814,2.5343784745343103,8.435696069656236,3.812847838439318
